,Writer Name,IPI,PRO
333445,DONOVAN CAROLINE ,494145439,ASCAP
333446,DONOVAN CRAIG THOMAS,766913895,ASCAP
333451,JASINSKI MICHAEL PATRICK COLLINS,494135345,ASCAP
333452,KULANS ANDREA KATRINA,534945923,ASCAP
333453,MINNICK TIMOTHY ,494145537,ASCAP
333454,O'TOOLE JEANINE MARY,499000739,ASCAP
333455,RANSFORD CHARLES LEWIS,439694017,ASCAP
333463,DONOVAN JASON MICHAEL,634078939,BMI
333465,JENKINS ANTHONY L,459808115,ASCAP
333466,WRIGHT DONOVAN ALEXANDER,572896892,ASCAP
333474,JACKSON DONOVAN LAMONT,872352918,ASCAP
333476,CALVIN DONOVAN FLOYD,517994314,PRS
333477,COLLINS BERNARD ,160253012,PRS
333479,JOSEPH NEREUS ,135118796,PRS
333496,JANSCH HERBERT ,65407971,PRS
333498,FRANKENREITER DONAVON ,348412758,ASCAP
333499,AUSTIN ANDREW ,538108260,SOCAN
333500,STONE CARLETON WILLIAM T,584320745,SOCAN
333503,OLIVEIRA AARON ,610254399,ASCAP
333504,DONOVAN SEAN MICHAEL,669343900,ASCAP
333505,BROWN JOYCE COLLEEN,576947782,ASCAP
333514,BLOCK DASHON ,440142406,ASCAP
333536,VAN GORKOM CHARITY ,854516130,SOCAN
333541,LEGZDINS EDGARS KARLIS,441849935,ASCAP
333625,HAMMER BRET DAVID,639061052,ASCAP
333626,ORTNER MELINDA ,536546634,BMI
333627,RODEH ASAF ,612690755,ASCAP
333628,WONG ALEX ,439767800,ASCAP
333644,JACKSON JAMES SR,483392333,BMI
333713,MARTIN SEDRICK ,349277723,ASCAP
333717,CARR LEROY AUTHUR,185834338,BMI
333723,HUBBARD NEIL TERENCE,86197146,PRS
333727,SPENCE LEVERT L,606778129,ASCAP
333743,BAUMANN PETER ,581437439,ASCAP
333744,FRANKE CHRISTOPH ,64969530,BMI
333745,FROESE EDGAR W,40131935,ASCAP
333776,JONES LARRY ,348139254,ASCAP
333800,BLAKE KAMAL ALLAH,334224789,NS
333803,JONES LARRY LAWRENCE,127830478,NS
333839,ROBINSON GERALD R,26281793,NS
333846,MARLON BLACK STYLE  ,805992021,ABRAMUS
333879,STEWART DAVID LLOYD,87413561,PRS
333883,STARKEY RICHARD D,437763823,ASCAP
333886,SANTO PAUL R,446307462,ASCAP
333953,FOOTE RANDY ,62647081,BMI
334029,PIERCE MELISSA GRADNIGO  ,487377008,ASCAP
334031,BIHARI SAUL ,3166036,BMI
334033,REID VERNON ALPHONSUS,125843379,ASCAP
334040,DGINGUERIAN AMY MARIE,664637711,ASCAP
334042,PRANGE NIKOLAI PATRICK,608424654,SESAC
334048,QUICK CLARENCE E,25132034,BMI
334072,JONES (US) GRACE ,125212421,ASCAP
334073,JOSEPH KENNETH ,544415659,BMI
334085,GOUDIEVA POLINA R,356220089,BMI
334086,HARDEN DUANE  ,537196530,ASCAP
334118,ERSKINE JOSEPH FRANK,603607869,PRS
334119,GULOTTA LUCA DAVID,591697989,PRS
334120,HALKES NICK ,177173747,BMI
334123,MALMSTROM PAUL HENRIK,244393270,STIM
334125,SALO JARI ,272631962,PRS
334126,BARNETT GEORGE EZRA,689566862,PRS
334144,BLACKWOOD CAMERON WILLIAM,635662337,PRS
334152,ALLCHIN MATTHEW DAVID,448741922,PRS
334232,ATKINS KIRTH ANTHONY,214686075,BMI
334234,YORK HUGH LAMOTT,214779849,BMI
334251,MONICAL-COLLIER BRYON LYNN,554333949,ASCAP
334252,RANDOLPH RODRICK ,503890068,ASCAP
334272,GREEN NIGEL ARTHUR,121712518,PRS
334287,NEW BRYAN ,135027601,ASCAP
334302,PLANK CONNY ,140130146,GEMA
334334,PEARSE THOMAS JEROME,125804490,ASCAP
334335,WRIGHT TYRONE J,530226102,ASCAP
334346,PETERS DALE THOMAS,56699626,ASCAP
334352,GIALLOMBARDO PHILIP J,9026315,ASCAP
334361,MORGANO JOSEPH F,520921680,ASCAP
334373,HILLEY MICHAEL JAMES EDWARD,493825418,ASCAP
334375,HORVATH TIMOTHY LESLIE,403493577,ASCAP
334379,REYNOLDS CHRISTOPHER DON,828228230,ASCAP
334386,HANKS LAWRENCE A.,793380802,ASCAP
334388,WASHINGTON JOSEPH ,852389213,ASCAP
334392,HENDERSON DONOVAN M,418248947,BMI
334401,GILBERT-BLAIR SANDRA DAWN,847331038,ASCAP
334407,WHITNEY DAWN ELIZEBETH,560121200,ASCAP
334410,EDWARDS DAWN HOPE,797913672,ASCAP
334411,GABERSCIK GIORGIO ,11070648,SIAE
334431,GALPIN LAURA D,338172168,ASCAP
334439,PETERSON JULIE G,433955443,ASCAP
334440,PETERSON STEVEN CLINT,348629429,ASCAP
334451,KENNEY DAWN E,524587144,ASCAP
334456,SHERMAN BETHANY DAWNE,659958959,ASCAP
334489,FACCINI PIERS DAMIAN GABRIELLI,276266637,SACEM
334494,INSERRA CHRISTINE ANN,894125709,ASCAP
334495,BELLAMY CALVIN L,349789100,ASCAP
334497,CHOI DAVID Y,460343872,ASCAP
334498,CONTE NATALY DAWN,852634429,ASCAP
334523,RAMIREZ GEORGE ,524834550,ASCAP
334531,LAQUIDARA JOSEPH ANTHONY,336576834,ASCAP
334532,LAQUIDARA ROBERT HAYWARD,333813478,ASCAP
334540,TUBIN EDUARD ,31148911,STIM
334541,DAVIES PETER MAXWELL,7595378,PRS
334542,MARTINU BOHUSLAV ,19939547,OSA
334555,HOSHII TETSURO ,665101760,ASCAP
334563,LEE MICHAEL MYOUNGHOON,513286861,ASCAP
334566,GANDOLFI MICHAEL JAMES,51259692,ASCAP
334572,THOMSON VIRGIL ,30580611,ASCAP
334590,VON WEBERN ANTON,32614610,AKM
334596,REISCH WALTER ,25686078,AKM
334597,ROBINSON ARMIN LOCKENDA,76306280,GEMA
334598,STOLZ ROBERT ,29695347,GEMA
334600,MC DONALD HARL ,71685560,ASCAP
334601,RAPAPORT-STEIN JEREMY ANTON,781695790,ASCAP
334603,WAGNER MELINDA J,126962853,ASCAP
334606,DOMAINE PUBLIC ,648650910,NS
334607,HANSSEN JOHANNES ,13376407,TONO
334608,DRIGO RICCARDO ,8656772,SIAE
334610,GARBAN LUCIEN ROGER,11271341,SACEM
334630,DEIRO PIETRO ,7764089,SESAC
334635,CEDRO ROBERT P,336611770,ASCAP
334638,GAY LYVIO R,128329964,ASCAP
334640,MATURINE LENNOX ,233128796,BMI
334641,ROACHFORD RODERICK P,233130519,BMI
334717,DIERKS DIETER ,40108534,GEMA
334736,KITTELSEN SONJA ,48949724,GEMA
334903,BUCHHOLZ FRANCIS ,219594836,GEMA
334908,DOI RINKICHI ,8374589,JASRAC
334930,WIKSTROM ANDERS STEN,140438992,STIM
334963,ROHANI ANOUSHIRAVAN ,825897784,ASCAP
334971,NOEHRE THOMAS ,272164476,GEMA
334979,RIECKERMANN RALPH MICHAEL,581317648,ASCAP
334981,GUERRA ENRIQUE ,435012106,ASCAP
334983,CAUSLY JARRED LEN,424442580,ASCAP
334984,GILLMING HARRISON ,647870702,ASCAP
334985,CLUGH CHRISTOPHER DAVID,595957966,ASCAP
334986,HUTCHINS BRODIE WAYNE,611932078,ASCAP
334988,PETREY NATHANAEL JAMES,885798450,ASCAP
334989,VANCE RICHARD JEFFERY,816162844,ASCAP
334992,GUTHRIE JOHN MERLIN,337676039,ASCAP
334993,GUTHRIE JOSEPH B,337676235,ASCAP
334995,DODDY FRANCIS A,339429636,ASCAP
334998,COLIE BLAKE DONOVAN,349088040,ASCAP
334999,MEEKER JARED Z,577121545,BMI
335000,TRAPP RICHARD AUBREY ST JOHN,400845785,BMI
335001,WENDT WILLIAM D,467620636,ASCAP
335005,TORZ GREGOR ,252281388,GEMA
335006,WREDE CARSTEN ,247678426,GEMA
335007,BETMEAD DOMINIC CHRISTIAN,442029879,PRS
335008,ELLIS BRADFORD LAWRENCE,285343746,PRS
335010,GLEUE JUERGEN ,121139225,GEMA
335011,HENJES CHRISTIAN ,121140934,GEMA
335029,GUZMAN JACOB ALEJANDRO,872533325,ASCAP
335030,WEINSTEIN CONNOR DANIEL,731613272,ASCAP
335033,SIMON TODD MARC,428670344,BMI
335040,BANKS CHARLES EDWARD,460964341,ASCAP
335041,BANKS CHRISTOPHER JOHN,460963442,ASCAP
335043,GUILLEN FRANCISCO YSAURO,511606591,ASCAP
335046,COHEN MAXIME ANTHONY,152749461,SACEM
335054,SIMS CARLOS F,445427063,ASCAP
335056,GUTTMAN DEBORAH ELLEN,521994441,ASCAP
335061,GREEN NOVELL JEREZZ,509711556,ASCAP
335068,BRANCH MCKINLEY ,513971159,ASCAP
335069,LATIMER ANDRE ,513971257,ASCAP
335070,LATIMER ERNEST WILLIAM,517167357,ASCAP
335071,WISDOM DUANE REMMINGTON,517171567,ASCAP
335080,MARTIN LUCI MICHELLE,337634845,ASCAP
335083,BENTLEY MARCEL ,689249190,ASCAP
335084,PORTER ALLEN ROBERT,640634366,ASCAP
335086,HODGE NAHYUBI ,516371073,BMI
335091,CLARK QAA-IM ,784928776,ASCAP
335114,GLASS GREGORY LYNN,895485373,ASCAP
335115,JONES MICHAEL STEVEN,471741061,ASCAP
335117,DORRIS DARNELL DEMETRIUS,457507145,ASCAP
335118,WRIGHT WILLIS VON,440061112,ASCAP
335120,JUSTICE GARTH E,560118087,ASCAP
335122,SHAW ALEC HAYDEN,796391388,ASCAP
335149,CABAN LUIS RAUL,336896713,ASCAP
335150,RODRIGUEZ OSCAR ,127803383,NS
335156,COOK BRIAN JERRELL,545137262,ASCAP
335160,FOSTER JEN K,185609051,ASCAP
335162,GROSS STEPHAN ,121156030,NS
335169,WALSH DANIEL ,348447731,ASCAP
335173,KELLY ERICA SHONTA,526289925,ASCAP
335174,KELLY STEVE RONELL,507852838,ASCAP
335175,MITCHELL PHILIPPIAN IMMANUEL MICHAEL,485773897,ASCAP
335176,PURNELL KUSHUNTE YARI,343293273,ASCAP
335187,GASACAO BRIAN KEITH,349650634,ASCAP
335194,ANSTATT WILLIAM BRENN,73025994,BMI
335195,RIPARETTI ANTHONY LLOYD,76475250,ASCAP
335196,SAAD JAMES LANCE,76476835,ASCAP
335197,SAAD SUSAN MARIE,76477048,ASCAP
335201,WESCOTT LANCE V,456930532,ASCAP
335205,ORIGLIASSO JESSICA LOUISE,405303113,APRA
335206,ORIGLIASSO LISA MARIE,405303015,APRA
335218,GUY CLAIRE ELIZABETH,488819782,PRS
335234,STEPANTSOV VADIM JUREVICH,209272578,RAO
335236,KARASEVA ANNA VIKTOROVNA,435713071,RAO
335244,GALOJAN SERGEJ SASUNIKOVICH,429272450,PRS
335245,KIPER ELENA VLADIMIROVNA,425646356,RAO
335253,ADARITSHEV VLADIMIR ,295218349,EAU
335255,POKUTNOEI ANDREI ,269328141,EAU
335260,BEHRENS CHRISTIAN EDMUND,264837733,GEMA
335261,DISSING LENE ,263762943,KODA
335263,REINARTZ LARS ,261720585,GEMA
335264,SCHRAMM JULIAN ,452980046,GEMA
335265,SCHWENGER RASMUS ,226648360,KODA
335304,COOPER SHAUN ,425106299,ASCAP
335306,NOLAN JOHN THOMAS,425106002,ASCAP
335350,MASCHERINO FRED  ,407400203,ASCAP
335353,RUBANO MATTHEW  ,356071272,ASCAP
335374,FAZZI MATTHEW ,559063236,ASCAP
335890,BOLTON MARTHA O,127437477,ASCAP
335898,BOUCHARD GHISLAIN ,209834460,SOCAN
335899,CINELLI DANIEL ,289539110,SOCAN
335901,LEWIS VICTOR E,803256464,BMI
335936,COZIER JIMMY E,187332161,BMI
335948,GOLD BRIAN ,243765948,BMI
335949,GOLD TONY ,446455933,BMI
335951,PRINCE MYDAS  ,339124372,ASCAP
335952,TEMMER MARSHA ,714949615,ASCAP
335959,FLOYD KING ,86651645,BMI
335983,DACRES DESMOND ADOLPHUS,34114035,PRS
335985,MORRISON PATRICK SIMON,121717996,PRS
335991,ALLEN SEAN THOMAS,678265795,ASCAP
335995,GUDGE CHRIS PAUL,748212834,SOCAN
336007,HALLIBURTON DENIS G,334695444,ASCAP
336079,GREGORY MAURICE ERNEST,210454418,BMI
336085,RADU OANA ,491050081,NS
336092,RADU MONICA OANA,572672037,UCMR-ADA
336100,CHIN TESSANNE ,525664346,ASCAP
336134,KING HOWARD TERRANCE,72637078,BMI
336135,MOORE EDWARD DENNIS,41013446,BMI
336160,FRITSCH MARC ,277037748,GEMA
336161,LITTERSCHEIDT ANDREAS ,256576142,GEMA
336162,MARTINEZ ARGOTE LUIS ENRIQUE,57097656,SAYCO
336163,MONTANO POLO ESTEBAN,57073970,SAYCO
336164,OSCAR HUGO ,560260576,GEMA
336165,PAZ BARROS ANDRES ,57120109,SAYCO
336166,RAITH REINHARD ,281452274,GEMA
336167,WINIGER SAMIM ,543323476,SUISA
336172,JAMES KEISHERA T,296631532,BMI
336193,BROWNE RICHARD ,353391561,JACAP
336195,DEKKER DESMOND ,34137116,PRS
336196,THOMAS ORVILLE ALOYSIOUS,435332282,ASCAP
336199,REITH SONJA ,594449306,NS
336204,LAUGHTON ALAINE FRANCOISE,406591462,ASCAP
336205,BROWN JONNICE ANNMARIE,534531763,ASCAP
336216,DRENNEN EDWARD ALLEN,8636192,BMI
336274,STINES OMARI SALIM,296710244,ASCAP
336277,FATROUNI FADY ,530462581,APRA
336282,GRIFFITHS MARCIA LINETT,127230998,ASCAP
336303,MORRISON PATRICK ,446456146,BMI
336304,THOMPSON BRIAN M MICHAEL,89260744,NS
336346,KRISHNAN APPU ,679003924,BMI
336352,DOBSON FELICIA LILY,447604842,SOCAN
336371,SPARKS JORDIN BRIANNA,499682576,BMI
336372,GASCHANI ALI PIERRE,561012003,ASCAP
336373,JOSIAH COVER DEAN WYNTON,675954295,PRS
336406,TORIMIRO DAPO  ,447310277,ASCAP
336433,TODD BRYAN  ,338288337,ASCAP
336437,HAWKES KEELY MALISE,245666742,PRS
336439,KRAMHOFT LASSE ,260647273,KODA
336459,MERCEDES ISRAEL STEVEN,548582121,ASCAP
336460,MIRANDA FERNANDO ,722375258,BMI
336491,CABALLERO LINDA ,216464969,BMI
336497,HOWELL EDDIE ,75560662,PRS
336498,BRUHN ANDREAS ,241583478,GEMA
336499,FOX SAMANTHA KAREN,159936912,PRS
336501,BUTCHER GARY FREDERICK,162436090,PRS
336502,HARRINGTON JULIE MARY,267499313,PRS
336509,ASTROP JON ,51501718,PRS
336510,MOLINE KAREN S,126874652,ASCAP
336511,SHREEVE MARK ,122528895,PRS
336524,BEGLEY PHILIP ANTHONY,127584069,IMRO
336525,MASON LAURENCE EDWARD,89671031,PRS
336526,MCMANUS PATRICK FRANCIS,51472695,PRS
336541,RAY TERREL LEN,128496352,NS
336544,BURKE BYRON ELLIS,215294287,BMI
336555,THE WIZARD  ,348404462,ASCAP
336559,STONADGE GARY IAN,162610300,PRS
336561,SCRUGGS GARY ,40842994,BMI
336563,GONZALEZ ALEJANDRO J,526856916,ASCAP
336590,SCHOLL JAMES J,348098924,ASCAP
336601,GROSKOPF NICOLAS ANTONIO,827661417,ASCAP
336604,MILLER ROEL ROLANDO,668216228,JACAP
336605,NEMBHARD SABRINA SHASSA-GAY,827837205,ASCAP
336633,STYNE STANLEY H,29827653,ASCAP
336634,CLARK JAMES ,457780516,ASCAP
336635,GUNDELL ANDREW JAMES,15582100,SESAC
336636,STEWART JAMES ALEXANDER JOHN,267177832,BMI
336649,WALLACE JAMES H A,335870549,ASCAP
336658,BANBURY JAMES ,162394371,PRS
336670,HAMM JARION ,195100880,BMI
336671,TEDESCHI JONATHAN HUGH,342404498,ASCAP
336697,MARSH PRESTON HOWARD,344978323,ASCAP
336700,DELIA JAMES ,533761355,ASCAP
336706,SHAFFER JOHN B.,129182083,ASCAP
336712,BROWNING JOHN WARREN,346754047,ASCAP
336717,DENNIS LLOYD ROBERT,266874812,PRS
336719,FRASER NEIL JOSEPH STEPHEN,51426210,PRS
336722,SEATON HARRIS LLOYD,40574795,PRS
336730,CLARKE WILLIAM JOSEPH,217785153,BMI
336732,HAMILTON EUGENE RONALD,13293413,BMI
336738,PALOMO RUBEN CUESTA,457646225,NS
336739,TAMAYO LARREA ARQUIMEDES EMNIS,546861423,SGAE
336744,SWABY HORACE MICHAEL,46708667,PRS
336765,MASLAND EDWARD KEYSER,344688040,ASCAP
336780,MUELLER TOBIAS ,444670550,GEMA
336783,MESSAM RAMONE ABRAHAM,611522886,ASCAP
336788,BITROS NEKTARIOS ,271737651,NS
336789,GONIDIS STAMATIOS ,208202315,AEPI
336805,GOULD SEAN R,341952073,ASCAP
336812,HALLER HANNELORE ,76233772,GEMA
336830,KWON SUNG JOON,344977522,ASCAP
336857,REYNOLDS LEONARD ,339259634,ASCAP
336858,WATKINS STEVEN RAY,347608838,ASCAP
336876,CLEVELAND DAVID LUTHER,194801064,BMI
336879,STOKES DOUGLAS ,344742265,ASCAP
336885,HIRSCH HENRY  ,46373576,ASCAP
336899,GUNN STEPHEN ,504461483,IMRO
336902,KWEE DANIEL M DANNY,583974986,BUMA
336925,CARTER GEORGE MILTON NICHOLAS,794462796,ASCAP
336926,ALDEHEIM PER HENRIK,215854273,STIM
336933,SHAW BRITTON ARMANI,562097737,BMI
336951,ROSENBLATT SHAWN ,566259125,ASCAP
336960,VICE MASLIN MICHELE  ,352469158,SESAC
336971,KIERULF BRIAN ,186900057,BMI
336972,SCHWARTZ JOSHUA M,196912628,BMI
336990,HEDSTROM MARTIN ,213051233,STIM
336995,FALK CARL JOHAN THOMAS,506944445,NS
336996,TOUFA SOFIA ,265540073,ASCAP
336999,SCHNEIDER RYAN ,283873133,SOCAN
337000,BENGTSSON JULIUS LARS,406313792,STIM
337003,GIBSON DANIEL BJORN,283794813,STIM
337116,CALHOUN NATHANIEL ,129234974,ASCAP
337371,STONE SLY ,42447791,NS
337374,BECKMEIER STEPHEN DEVINNEY,59592634,ASCAP
337397,STINSON TAURA L,243761372,BMI
337404,BAILEY JAMES CLARKE,456910540,ASCAP
337410,REYNOLDS SHELDON MAURICE,205514504,SESAC
337425,BAILEY SIR JAMES,334782158,ASCAP
337440,JACKSON TAURA ,403381396,BMI
337451,TAYLOR BERNARD ,30582605,ASCAP
337465,SHARPE MARTIN ,87331074,NS
337466,CORDEN RICHARD JOSEPH,340089679,ASCAP
337474,NAWATA HISASHI ,174924252,NS
337482,CHOI MIN HO,552480357,KOMCA
337488,KIM HYUN WOO,576268705,KOMCA
337519,BEAUDRY CHANEL ,588293594,SOCAN
337540,MUHAMMAD ATIYYAH W,443885821,ASCAP
337544,JORDAN KEVIN MICHAEL,738642025,ASCAP
337545,BOATWRIGHT JEROME RASHAD,482819129,ASCAP
337546,BREVARD RONALD B,490698017,ASCAP
337547,CAGLE CLARICE MARIE,503783264,ASCAP
337563,WILLIAMS DESPINA Y,469194805,ASCAP
337578,BURT JASON ROBERT,760846716,BMI
337583,MARES PAUL JOSEPH,19538374,ASCAP
337588,CREAMER MARK GORDON,41932889,NS
337599,BREVARD JOSEPH V,490698311,ASCAP
337629,LAGLIA MICHAEL RYAN,600096688,ASCAP
337636,JOE LESTER  ,559063432,ASCAP
337638,WALKER DANNY  ,440330899,ASCAP
337672,COSTA STEVE ,459689583,SIAE
337673,MAZZALI ANDREA ,176294933,SIAE
337687,BENDER MATTIAS ,572562732,STIM
337688,ALANKO PETRI RAINER MIKAEL,234399063,TEOSTO
337690,CRIPPS STEPHEN ,282579822,PRS
337819,SANDOW LEON MICHAEL,401079697,BMI
337825,DI COSTANZO GIANLUIGI ,578362706,SIAE
337834,GILBERT STEVEN MICHAEL,614614763,ASCAP
337837,EASON THERON JACOB,481990027,ASCAP
337838,EDWARDS CALEB SAMUEL,760068840,ASCAP
337839,BURRELL BISHOP PAUL,239261466,BMI
337840,CONNER DELANDO OMINGO,182332093,BMI
337841,CONNER SOLOMON DEWAYNE,182332387,BMI
337842,DAVIS DEDRA S,422057789,ASCAP
337843,JACKSON DARRYL LYN,182333384,BMI
337877,DAVIS KEVIN ANTUAN,562715348,ASCAP
337903,ASHWORTH JOSEPH STEPHEN JOHN,593003170,PRS
337904,O GARRO MELESHA KATRINA,578523121,PRS
337905,O'NEILL SAMUEL DAVID,683355422,PRS
337909,AMBROSE MARY FRANCES,129384165,ASCAP
337911,PALMER EMILY ANN,598488860,ASCAP
337912,PALMER ROBERT PAUL,598488762,ASCAP
337928,NELSON DENNIS E,202822313,BMI
337932,PALMER ROBERTO ALAN,700163203,PRS
337943,PRATT GUY ADAM,121602233,PRS
337944,VEARNCOMBE COLIN ,122031640,PRS
337950,LICEA CHRISTOPHER HEREDIA,705771246,ASCAP
338027,LOWE DAVID WAYNE,217991837,BMI
338046,ROONEY JOE DON,344409079,ASCAP
338049,SHERIDAN NAOISE DAVID,214432506,SESAC
338081,TOWNEND IAN R,121234333,ASCAP
338145,APPLEBY PETER BROOKS,477894778,ASCAP
338153,PFEIFER NEIL GRANT,426196747,ASCAP
338170,JONES JESSICA PITRE,810259858,ASCAP
338171,AUSTIN WENDELL DAVID,866999543,ASCAP
338177,HARRIS TINA ,128373080,BMI
338191,BARTOCK CRAIG  ,38057778,ASCAP
338212,PIMENTEL DAVID BRIAN,677539296,SOCAN
338220,RATLEDGE MICHAEL ROLAND,54267676,PRS
338221,CALDWELL ANDREW LAWRENCE,406632968,ASCAP
338225,RENE REGINA M,482817625,ASCAP
338229,RYAN PHILIP STUART,77384444,KODA
338258,LEGRAND JEAN MARIE PIERRE ETIENNE,17692277,SACEM
338267,PERKINS DONTE ,510647186,BMI
338285,HENDERSON DAVE ,642427359,BMI
338294,ROCK JAY ,649501338,NS
338321,CORDOVA XAVIER  ,496971488,ASCAP
338329,RASK RUNE HELMGAARD,475319143,KODA
338336,DU BOIS JANET ,136651868,BMI
338361,STEVENS HERBERT III,507447161,BMI
338363,CAIL DERRAILE JT,823808336,BMI
338365,HATCH MYCHAL RYAN,800509772,ASCAP
338393,WHITE KEVIN EDWARD BREWSTER,145761466,PRS
338440,CONNORS CORINNE H,335644069,ASCAP
338441,CURRY SHELDON (LEE),35554486,ASCAP
338445,GRUBB JOHN WILLIAM,129875533,ASCAP
338447,DOOLEY JAMIE KLEE,128597246,ASCAP
338449,MULDOON MICHAEL FRANCIS,126669455,ASCAP
338453,VINCENT GARY JAMES,205226313,BMI
338474,SCORE MICHAEL GORDON,345385352,ASCAP
338482,CHERRY EAGLE EYE LANOO,262525770,BMI
338487,COLE CHERYL ANN,598036609,PRS
338499,MORRISON GLENN ,549666400,SOCAN
338501,SMART KADEDRAH MONIQUE,526319066,ASCAP
338535,IVANOV OLEKSANDR VIACHESLAVOVYCH,818251736,ASCAP
338536,BROWN MARILYN SUSAN,437420569,ASCAP
338561,GRILLET PIERRE ANDRE,207980165,SACEM
338562,SOUCHON PIERRE JEAN JAC,149547834,SACEM
338563,VOULZY JULIEN ,149547736,SACEM
338565,FLOYD CARLISLE ,10418732,ASCAP
338580,HANCHARD ANWAR ,617216661,NS
338591,HAVELOCK THOMAS RICHARD,446525646,PRS
338595,PETION JERRY ,497952487,ASCAP
338641,REID PERRI ARNETTE,129846640,ASCAP
338645,HOFFMANN NORA ,460565750,ASCAP
338648,MUTEBI PAUL FREDDIE,461621081,ASCAP
338652,ANTONIADES EMILIA ALI,827125348,BMI
338654,ROSEGREEN CHERYL ,340417004,ASCAP
338657,SIEGMEISTER ELIE ,28633677,ASCAP
338663,JUMA PETER TSOTSI,63077387,PRS
338664,CHARPENTIER ALEX ,501957462,ASCAP
338665,GARRITY JOSEPH P,423388655,ASCAP
338666,GROSSFELD NORMAN J,353815654,ASCAP
338667,SIEGLER JACOB JUSTER,430156300,SESAC
338668,SIEGLER JOHN ,41628103,ASCAP
338669,WALKER ALEXANDER SILAS,477254821,SESAC
338671,DU PREZ JOHN ,121847489,PRS
338684,WILLIAMS RYAN J,355537937,BMI
338696,SMITH REBECCA A,774680305,ASCAP
338742,WEISSFELD DANNY ,447519926,BMI
338745,TOWNSEND ALEX JOSEPH,241269875,BMI
338746,ROCKETT DANIEL P,402425997,ASCAP
338754,PEARLMAN KATIE ,747768486,BMI
338766,MESSER JAMES WILSON,34803892,NS
338804,BROUSSARD TEDDY A,77782920,BMI
338819,BAKER DWIGHT  ,344825651,BMI
338865,BLACKINTON RYLAND ,526720853,BMI
338866,KEYES DANIEL MCINIS,430121718,SESAC
338905,HATCHER REGG JASON,603637857,ASCAP
338908,GALLO PATRICK J,505471669,ASCAP
338911,TANCREDI MORRIS JOSEPH,251048791,SOCAN
338926,RICHARDSON KRISTOPHER NATALE,492569215,ASCAP
338941,STEWART DIANE ,339565725,ASCAP
338972,HILL RENE WONDER,610666467,SOCAN
338973,MILLER ANDREENA ,431261694,SOCAN
339042,FORD GREGORY DEMONS,521124800,BMI
339078,SPARKS AISHA ,540244292,BMI
339079,SPARKS IDRISSA N,403353892,BMI
339093,WHITEHEAD TRON ,662917814,ASCAP
339103,BALDING PETER ,33839868,PRS
339114,JOYNER DENNIS LAMONT,342194477,ASCAP
339171,SLEDGE SEANDREA ,743314559,BMI
339174,CASEY MASON CLIFFORD,351214108,BMI
339177,HURT CASEY LEE,534012006,BMI
339178,KELLY KEITH BRENDEN,691814519,BMI
339179,SCHULTZ ERIC ,699086088,ASCAP
339185,GARTELOS JAMES PETER,340970763,ASCAP
339187,COLE COURTNEY SHEA,586366601,ASCAP
339214,ALLEN KEVIN SHAUNDRE,453200202,ASCAP
339215,GRIMES CASEY ,631413976,ASCAP
339216,MUELLER DAVID N,437434553,ASCAP
339220,HARDY THOMAS ,13415135,NS
339232,RAMIREZ CARRERO SADY ELIAS,218434773,SAYCO
339244,CASEY J  ,748987073,ASCAP
339255,CASE MARK A,339180458,ASCAP
339256,CASE PETER ,50182317,BMI
339259,CASENAVE OCAMPO GUSTAVO MARTIN,232994060,ASCAP
339266,CARRERAS DIXON MANUEL,838341329,ASCAP
339279,COOK CASEY ANNE,773259218,BMI
339280,GRANHOLM DANIELLE ,819464413,ASCAP
339281,MAARTENSSON DAVID PER,568964288,STIM
339288,GRANDE VINCENT ,12517620,NS
339289,LYTELL JIMMY ,18839852,ASCAP
339340,VARET MANUEL ,544325562,BMI
339343,30 GRAMZ  ,575902718,ASCAP
339350,DANIELEWSKI ANNIE ,251215309,BMI
339363,KIM HA YANG,495167321,ASCAP
339367,MITCHELL ANDRE TROY,887823966,ASCAP
339377,GIVENS-PAIGE BARRY ,797575564,ASCAP
339395,CASTERS JOHAN JOZEF M H,132076700,SABAM
339396,GILLIS HERMAN MARIA RAF,132499470,SABAM
339397,VALVEKENS MARIANNE MURIEL CLEMENCE,132613703,SABAM
339408,WILLIAMSTON ANGELA ,422767554,ASCAP
339425,ALLOUCHE DAVID DANIEL MARCEL,149571742,SACEM
339427,LOUIS MARTIAL JOSEPH KOOL,77450561,SACEM
339428,PADEY GEORGES MAX ALAIN,145861951,SACEM
339447,LAMY OLIVER ,498956959,ASCAP
339448,LOUIS-CHARLES NICK ,349275435,ASCAP
339456,HUNTER PAUL JOSEPH,253265868,PRS
339464,BUFFALOE MICHAEL D,347253167,ASCAP
339478,JONES NIQUA TODD,507170283,ASCAP
339483,TONY CANALES  ,547046646,BMI
339508,HASTINGS ROSS ,13560909,ASCAP
339517,BEATY ROBERT THADDEUS,342237487,ASCAP
339518,FAIRCHILD SHELLY LAIN,444741848,BMI
339529,MCCARTHY OLIVIA JOY,760944423,APRA
339533,SONNEFELD TIM ,846226136,ASCAP
339557,CISNEROS BRYAN ALEXANDER,526909040,ASCAP
339564,LONGO JOSEPH ,76469634,NS
339569,ROSA ROBI ,193311875,ASCAP
339576,PAQUIN MARCUS ROBERT,431037205,SOCAN
339584,MEEHAN PAUL ,280868434,PRS
339592,BURSTIN JEFFREY REYNOLD,67877519,APRA
