,Writer Name,IPI,PRO
1087,KELLEY SHEDRICK REMON,346798607,ASCAP
1089,RICHA CURTIS ,635442257,BMI
1091,WHITE LARETTA LEE,721301598,BMI
1092,WHITE MICHAEL DAVID,506368945,BMI
1094,RIPERTON MINNIE ,72750184,BMI
1095,RUDOLPH DICK ,137137877,BMI
1098,WALLER ROBERT G,128775544,ASCAP
1100,TRUDEL JACK H,542192467,ASCAP
1102,O'BRIEN CAT ,681547422,ASCAP
1117,ALTINO ARDEN ,349631247,ASCAP
1119,DUPLESSIS JERRY ,195129159,BMI
1121,DANCIL DETRIA MICHELLE,520232313,ASCAP
1122,ALVARADO VICTOR M S,510470202,ASCAP
1124,BULGAROPULOS ANDREAS ,216739167,GEMA
1128,DIXON ANTONIO LAMAR,347756819,ASCAP
1129,MASON HARVEY JAY,341972457,SESAC
1130,RUSSELL STEVEN L,127804674,ASCAP
1135,CROSS KANNON ,344436860,ASCAP
1144,MOORE WILLIAM ELTON,183766827,BMI
1147,THORWARTH FRANK ,206540697,GEMA
1150,BUSH SAMMY LEE,492769303,SESAC
1151,MCCALL KEVIN ,496245128,BMI
1152,POWELL MICAH EVAN,592237828,BMI
1153,UMANA CHRISTOPHER E,571370946,ASCAP
1160,MIKE HUNNID  ,781516135,ASCAP
1169,MC CALL KEVIN L,496245030,BMI
1171,TANK HOFFA  ,731310786,ASCAP
1180,TANKS TIMOTHY LAMONT,677136910,ASCAP
1183,DAVIS CLINTON ,563084842,ASCAP
1184,JONES KYDD ,821254664,ASCAP
1185,BRABBS MARK ,51600618,PRS
1186,BRABBS PETER JAMES,51600716,PRS
1187,WARD ALASDAIR MACKIE,73116598,PRS
1188,BELL BRYANT ,407331882,ASCAP
1190,DICKERSON ARIEL JOSEPH,697325896,ASCAP
1195,ALLENBACK ALBERT CHARBONNEAU,747111848,BMI
1196,BALL TARRIONA MICHELLE,669121336,BMI
1197,BURKETT MERELL JR,704167464,BMI
1198,JOHNSON JOE WESTLEY III,708158539,BMI
1199,JOHNSON JOSHUA DANIEL,682594111,BMI
1200,OUBRE LANDON MIKAIL,745952017,ASCAP
1201,SPENCE NORMAN II,683882887,BMI
1202,STOUFFLET ETIENNE J,672400759,BMI
1203,GRACE TERRANCE TAVARIS,720324293,ASCAP
1207,RUSHEN PATRICE L,75290861,ASCAP
1211,COLLINS MIGUEL ORLANDO,256794130,ASCAP
1212,DUNBAR LOWELL SLY FILMORE,121560416,PRS
1213,HARRIS STEPHEN PERCY,73168474,PRS
1214,JAMES LLOYD WOODROWE,256902652,PRS
1215,JEAN NEL WYCLEF,335977229,ASCAP
1216,LYN ROBBIE  ,125836374,ASCAP
1217,SHAKESPEARE ROBERT WARREN DALE,161940085,PRS
1218,TANKIAN SERJ ,340763474,BMI
1219,THOMAS DENNIS ANTHONY,145584165,PRS
1220,BAILEY GARENITA MENICE,683660026,BMI
1223,GROPPER JONAH TOBIAS,792196502,ASCAP
1224,MCRAE KEENAN RENAUD,579642007,BMI
1226,LUU JIAN ZHONG,448431353,MUST
1228,TAN SIN YUEN,547133458,MUST
1231,GRIGGS ERIK ,353850359,BMI
1235,LAROW ROBERT W,347274548,ASCAP
1236,SKALLER JEREMY DAVID,338926724,ASCAP
1237,TANKER ANDRE MICHAEL,30204744,COTT
1251,BUDDEN JOSEPH ANTHONY,441361290,BMI
1252,CARTER DWAYNE ,405845265,BMI
1253,WILLIAMS TYLER MATHEW CARL,527191258,SOCAN
1255,HODGE BRANDON ALEXANDER,578966373,BMI
1256,LAMAR DEQUANTES DEVONTAY,700420409,BMI
1257,NEWT JOHNNIE V,250915773,ASCAP
1258,STOKES JOHN JAMES,35252504,ASCAP
1260,JEFFERSON MARIO K,545140475,ASCAP
1261,UNKNOWN COMPOSER AUTHOR,288936400,NS
1264,SHIRE DAVID  ,72542780,BMI
1265,TANK OLIVER ,657117929,APRA
1266,JACKSON TARANCE JOSEPH,579900406,ASCAP
1268,WALKER JEFFERY LEON,340534885,ASCAP
1272,BANKS ALFRED TERRELL,592784599,BMI
1273,BUCHBINDER BENJAMIN III,888136982,BMI
1277,NELSON TYRAN ,879136787,BMI
1278,SMITH JOSHUA PAUL,885561591,BMI
1280,THOMPSON JEVON EUGENE,722843251,BMI
1283,VALENTINE JAMES B,346580155,ASCAP
1285,GLEASON DANIEL LEE,530335099,ASCAP
1286,HOOPER HANNAH BOLTON,606799020,ASCAP
1287,RABIN RYAN ,488835982,ASCAP
1288,WESSEN ANDREW MEKEAL,609716925,ASCAP
1289,ZUCCONI CHRISTIAN TYLER,496996955,ASCAP
1292,GADD SEAN ALEXANDER,511096585,ASCAP
1398,FITZPATRICK MICHAEL ,408044682,ASCAP
1399,FREDERIC ERIC ,424874052,BMI
1400,HOLLANDER SAMUEL ,343463079,ASCAP
1401,KARNES JOSEPH SCOTT,452684539,ASCAP
1402,KING JAMES MIHDI,426935146,ASCAP
1403,RUZUMNA JEREMY ,339742046,ASCAP
1404,SCAGGS NOELLE A,431596946,ASCAP
1405,WICKS JOHN MEREDITH,615049662,ASCAP
1467,VERY TIMOTHY LUKE,513938938,ASCAP
1579,ANDERSON CLEO REEVES,49423279,BMI
1580,BEARD KENNETH MATTHEW,128585844,ASCAP
1581,WHITE JACKIE WAYNE,126468076,ASCAP
1603,NEWTON WOOD A,67835541,BMI
1610,ALEXANDER PHALON ANTON,250625882,BMI
1611,CASEY BRANDON D,341491379,ASCAP
1612,CASEY BRIAN D,341491575,ASCAP
1613,SHAW TODD ANTHONY,201255132,BMI
1614,FISHER RASHIA TASHAN,337777619,ASCAP
1618,BARNES SAMUEL J,127583562,ASCAP
1619,BURKE KENNETH ,87219063,BMI
1620,FELDER ALLAN WAYNE,41184214,BMI
1621,JACKSON CURTIS JAMES,343386655,ASCAP
1622,OLIVIER JEAN CLAUDE,230891674,BMI
1623,ROGERS AMERIE MI MARIE,349679011,ASCAP
1624,SMITH JAMES TODD,126528087,ASCAP
1625,WRIGHT NORMA J,43786463,BMI
1632,WATERS CRYSTAL ,129889909,ASCAP
1633,ALICEA ALEX ,621436182,NS
1637,AUSTIN DALLAS L,128805861,BMI
1638,ISRAEL ROBERT ARNOLD,34485188,BMI
1639,ORTIZ ORLANDO SEAZER,342829161,ASCAP
1644,BLACK GEORGE A,205468382,BMI
1645,NOWELS RICHARD W,85607261,NS
1646,STEINBERG WILLIAM E,79329049,ASCAP
1648,CONWAY NEAL BRIAN,129610386,ASCAP
1653,OSPINA DAVIDSON J,129973142,ASCAP
1654,POCHE OSCAR B,228317378,BMI
1655,POCHE OSCAR BENJAMIN,228317182,BMI
1656,TOWE ANTOAN SALIH,436617254,ASCAP
1664,DOUGLAS THEODORE GREGORY,129613671,ASCAP
1665,HUDGINS GARY C,335812175,ASCAP
1666,STEINHOUR JAY A,129652070,ASCAP
1668,BEAVER JEREMY ,480693333,ASCAP
1672,DORSEY LLOYD DARRYL,79031182,BMI
1677,KUPPER ERIC STEPHEN,128100712,ASCAP
1682,MC DUFFIE CAROL S,61554195,NS
1684,BLUNT ANTHONY ,340493575,ASCAP
1689,HOUK JESSE A,225888438,ASCAP
1695,ANTHONY DAVID ,581435739,ASCAP
1700,HARRIS JAMES SAMUEL,125105225,ASCAP
1701,LEWIS TERRY STEVEN,125215020,ASCAP
1702,MC KAY ALBERT PHILLIP,66205393,ASCAP
1706,BURNS PETER JOZZEPI,51602318,PRS
1707,COY STEPHEN ,122306426,PRS
1708,MCKENZIE TIMOTHY LEE,575218143,PRS
1709,SAINT JULES MIKE ,603725862,BMI
1711,SPENCER SEAN STAFFORD,214771971,BMI
1713,PAYTON RICHARD WELDON,211459498,BMI
1714,SMITH DOUGLAS BRIAN,238505763,BMI
1718,LEVER TIMOTHY JOHN,122307815,PRS
1719,PERCY MICHAEL DAVID,51473986,PRS
1720,DAVIS WALTER THOMAS,334130407,ASCAP
1724,JOSEPH SHAMA ,401791776,ASCAP
1725,KELLY AMETHYST AMELIA,667374015,ASCAP
1726,SIMMONDS MAURICE NATHAN,432972254,BMI
1727,WOODS SYMERE ,754017846,ASCAP
1728,HENDERSON MICHAEL E,335609364,ASCAP
1729,DI MUCCI DION ,21703331,ASCAP
1730,TUOHY WILLIAM J,66990043,ASCAP
1731,HERZOG MATTHEW DION,799967628,ASCAP
1734,PEETE DION D,347593038,ASCAP
1738,BRAAF DIORNO D DIO,562472544,BUMA
1739,STEENHOVEN VAN TWAN ,474031376,BUMA
1740,GELES SUAREZ OMAR ANTONIO,236980640,SAYCO
1741,JACKSON DION A,341098672,ASCAP
1743,BRANHAM KYLE DION,572191155,ASCAP
1744,HAWKINS AHIEZER N,542299931,BMI
1745,LASKER QUENTIN ONESIMUS,766309124,ASCAP
1746,BAIN JAMES STEWART,47139382,NS
1747,GOLDY THOMAS CRAIG,126904381,ASCAP
1748,PADAVONA RONALD ,23229122,BMI
1749,HENDERSON DION ,428126567,ASCAP
1752,SMITH ROBERT EARL,121192418,ASCAP
1755,MALZIEU MATHIAS ADOLPHE EUGENE,151058106,SACEM
1758,FRANCO DIOGO VILLABOIM DE CARVALHO,476887387,ABRAMUS
1760,CORRALES CORRALES FABIAN,274746044,SAYCO
1765,HARRIS WOODY ,13478497,ASCAP
1766,DIONISIO ANTONIO ,797777254,ASCAP
1767,GATEGNO DAVID  ,464233367,SACEM
1768,HESME ELODIE ANNIE CLAUDE,419902450,SACEM
1771,GNAOUI YOUSEF ,582343544,BUMA
1774,ANGELI HORACIO ESTEBAN,588356201,SADAIC
1775,BORZANI JULIAN EDUARDO JESUS,588356498,SADAIC
1776,BROSZEIT AXEL ,268448722,GEMA
1777,GOEBEL RALF ,268978590,GEMA
1778,APPICE VINCENT ,45987046,ASCAP
1780,CAMPBELL VIVIAN PATRICK,121975380,PRS
1783,BACHARACH BURT F,1751821,ASCAP
1784,DAVID HAL ,7575092,ASCAP
1785,WARREN DIANE EVE,48372371,ASCAP
1786,HUDSON MARK JEFFREY,14528503,ASCAP
1788,WELLS WILLIAM GREGORY,248553252,ASCAP
1791,GRUBERT ROBIN ,286620938,GEMA
1792,JOENSEN MARIA LOUISE,499811597,KODA
1793,JOST DAVID ,259587215,GEMA
1796,DOUGLAS TOM ,241712499,BMI
1797,MOORE ALECIA B,342943558,BMI
1798,SHAMBLIN JAMES ALLEN,127893347,ASCAP
1799,BELL ALEXIS REDRIS,349705830,ASCAP
1802,MANIATTY NICK CONSTANTINE,483582719,ASCAP
1803,ROUSMANIERE ALEXANDER PERLS,342760569,ASCAP
1804,DORE CHARMIAN ANNA ROSE,334972642,ASCAP
1805,SCHOGGER DANIEL NATHAN,46906467,PRS
1806,GOLDMAN JEAN-JACQUES ,88003383,SACEM
1807,WELLS STEPHANY MICHELLE,402272405,ASCAP
1812,ATKINSON DENNIS LEE,467317536,ASCAP
1814,DIONYSUS  ,685832797,ASCAP
1817,DE JESUS GOMES CARLOS E,638278121,BUMA
1827,GLOVER BRANDON MARKAY,492563135,ASCAP
1830,DIMUCCI DION ,8266592,ASCAP
1833,ROOY DE ANDY R RICARDO,608058846,BUMA
1837,DIO RONNIE JAMES,130309422,BMI
1843,MARKS JOHN D,19666559,ASCAP
1850,NEWBURN LUTHER L,340869353,ASCAP
1853,MAY KENZIE ,639811718,PRS
1858,LANEN PEPIJN A,484902529,BUMA
1859,LOCADIA OLIVER M OLLIE,484911724,BUMA
1860,TRATLEHNER ALFRED FREDDY,486616614,BUMA
1862,MARESCA ERNEST ,19538962,BMI
1866,MAY ROBERT TOBYN,223716881,SOCAN
1875,WAITS THOMAS A,76346852,ASCAP
1877,BRANDT STEVE ,4066427,NS
1879,CABALLERO JOHN PAUL,449208838,ASCAP
1880,CABEZA DEVACA JAMES PHILIP,449212754,ASCAP
1881,MONZON JACKIE STEVEN,476479993,ASCAP
1882,MORALES JOEL JEROME,448207161,ASCAP
1883,HSIEH AMY ,817225448,ASCAP
1889,MARTINEZ-MOJICA GEOVANNY O'DALYS,669904001,ASCAP
1890,CARRASCO CUMPLIDO ALVARO,223114032,SAYCO
1891,CARRASCO CUMPLIDO GUADIS,274710662,SAYCO
1892,SALDANA SANTOS VICTOR ANTONIO,652670049,ASCAP
1896,HILL DANIEL GRAFTON (OLE),61805099,SOCAN
1897,SHEARD JOHN DAVID,35844377,SOCAN
1898,COE ANDY ,579792965,BMI
1900,ROSE JEFFERSON LOUIS,666727502,ASCAP
1901,SIEGEL NAOMI MOON,664832814,ASCAP
1902,STONE TOBI ,662596021,ASCAP
1903,WALKER LOUD AARON FRANCIS,500690390,BMI
1906,BAGGE ANDERS SVEN,222280017,STIM
1907,CAPORUSCIO ALDO ,70686171,SOCAN
1908,SJOSTROM PETER ANDREAS,226539758,STIM
1909,DIOP BAMBA ,527451945,ASCAP
1913,BANNISTER ADAM FROST,434364270,ASCAP
1914,OSBURN RAYMOND EDWARD,344594053,ASCAP
1915,SANDERS CHRISTOPHER CHARLES,338024775,ASCAP
1916,TIMMER DION Y,802065577,BUMA
1923,BARNES JOSEPH DONNELL,589138994,BMI
1924,GRANT ELIZABETH ,579892274,ASCAP
1926,NOWELS RICK  ,587851298,NS
1928,HENSON JOE ,442932557,PRS
1929,SMITH ALEXIS LEON,436683336,PRS
1931,RICE TIMOTHY MILES BINDON,35079586,PRS
1938,BROWN JAMES ,4345815,BMI
1939,CAMPBELL JAMES ,4960599,PRS
1940,CARTER SHAWN C,240089393,ASCAP
1941,CONNELLY REGINALD ,6647295,PRS
1942,HAMMOND ROY C,13312443,BMI
1943,ROACH JOSEPH MALOY,26211622,NS
1944,ROBINSON KIRK S,334735071,ASCAP
1945,WEST KANYE  ,451108296,BMI
1946,WOODS HARRY M,33210048,ASCAP
1947,KOBILIC EMIR ,616344068,STIM
1948,NI-BHRAONAIN EITH ,135074002,PRS
1949,PAPACONSTANTINOU ALEXANDER DIMITRIOS,271027494,STIM
1950,RYAN NICKY ,145642476,PRS
1951,RYAN ROMA SHANE,145637269,PRS
1954,HAMMOND ALBERT LOUIS,13310743,ASCAP
1955,HAZLEWOOD MICHAEL EDWARD,42306126,BMI
1956,BALLARD GLEN ,127912181,ASCAP
1957,MORISSETTE ALANIS NADINE,201037340,ASCAP
1958,DAVIS ROBERT BERKELEY,77464349,PRS
1962,BRAIDE CHRISTOPHER KENNETH,178225946,BMI
1964,BROWN PETER RONALD,53311418,PRS
1966,MCCARTHY KEVIN ,579584091,ASCAP
1971,ALEXANDER GREGG ,234769545,BMI
1973,IGLESIAS ENRIQUE M,338588714,ASCAP
1974,CLARKE HAROLD ,6276894,PRS
1975,HICKS ANTHONY CHRISTOPHER,14071333,PRS
1976,NASH GRAHAM WILLIAM,199663308,BMI
1979,NASH TERIUS YOUNGDELL,424091289,ASCAP
1980,STEWART CHRISTOPHER A,334895434,ASCAP
1981,WEST KANYE OMARI,335677734,BMI
1982,HASEK JESSE ,472209954,BMI
1983,JOHNSON RYAN ,472210095,BMI
1994,VODINH BRIAN ,472207960,BMI
1995,WANTLAND MATT ,472210193,BMI
1996,WYRICK TRAVIS JOHN,334621190,ASCAP
2007,HUFF CHAD DAVID,653578906,ASCAP
2017,BASSETT DAVE RICHARD,335941847,ASCAP
2018,COSBY LEWIS ,472213576,BMI
2027,DELEO DEAN ,334686641,ASCAP
2042,WALSH DAVID T,227931168,ASCAP
2043,LEE BARNES ALVIN,249105476,PRS
2046,MYERS JAMES DOUGLAS,867782670,ASCAP
2047,STRAIT JESSIE LYNN,867782964,ASCAP
2061,CESARINI CHRIS MICHAEL,838506320,ASCAP
2155,ANDREWS JOHNNY LEE,336544656,ASCAP
2160,WILLIAMS DAVID CURLEE,32969563,ASCAP
2162,ANDERSON LEROY ,901053,ASCAP
2164,PARISH MITCHELL ,23497093,ASCAP
2165,BRICKMAN JAMES MERRILL,135628081,SESAC
2166,PHILLIPS CHRIS ,289645701,APRA
2171,CROSSLEY ADAM F,347385634,ASCAP
2175,ONDRASIK JOHN ,183414280,ASCAP
2195,MACEACHERN CHARLES OGILVIE,716695414,ASCAP
2196,SUNDHOLM STEPHEN LARS,429737916,ASCAP
2198,SHAW VICTORIA LYNN,131139512,SESAC
2199,THORN SHARON E,522640188,ASCAP
2200,THORN STUART WALLACE,678524208,ASCAP
2202,SILVERMAN TRACY SCOTT,334350588,ASCAP
2215,BURR GARY SCOTT,43985652,SESAC
2224,ALPERT HERB ,678901,ASCAP
2225,LORBER JEFFREY H,41038913,ASCAP
2240,KUGELL JACK DAVID,335981243,ASCAP
2242,BYRD GEOFFREY SCOTT,349976694,ASCAP
2246,HARRIS MARILYN J (JAYNE),38062100,ASCAP
2248,DE VILLER DANE ANTHONY,140503423,ASCAP
2249,HOSEIN SYED SEAN,583698687,ASCAP
2250,GILBERT RAY ,11868297,ASCAP
2251,WRUBEL ALLIE ,33258008,ASCAP
2253,MCALL BARNABY JOHNATHON,179139243,APRA
2254,PARKER PHILIP A,129640374,ASCAP
2255,PHILLIPS JOSEPH K,339159737,ASCAP
2259,BARNEY AUSTIN DUNHAM,586407813,ASCAP
2261,DUKE VERNON ,8781084,ASCAP
2262,BERNTHAL MARK S,336233188,ASCAP
2265,SIMMONS BRET F,127527476,ASCAP
2268,SALTZBERG BARNEY ,121190424,ASCAP
2280,WAGNER WINSTON ,838386102,ASCAP
2284,MIGLIACCI FRANCESCO ,468730817,SIAE
2285,MODUGNO DOMENICO ,21073142,SIAE
2287,KESSEL BARNEY ,16142913,ASCAP
2294,BROWN IAN ,655387511,ASCAP
2298,SINGLETON ROBERT D,131978952,BMI
2299,MARSDEN JOHN M,342074294,ASCAP
2310,SIRAISI GENJI PETER,335527955,ASCAP
2312,BERNARD FELIX ,2880017,ASCAP
2313,SMITH RICHARD B,29003612,ASCAP
2318,NATALIE ANGELO ,89207061,ASCAP
2323,LEVAY SYLVESTER ,34657282,GEMA
2324,WHITLOCK THOMAS ROSS,125898834,ASCAP
2325,BUSBY THOMAS BERNARD,542674836,APRA
2326,CONLEY ROBERT GORDON JR,405517776,APRA
2327,NOLL SHANNON NEIL,461211987,APRA
2328,ROLEY SHANNON MARIE,403035808,ASCAP
2329,MONTSINGER SHANNON ,724127760,ASCAP
2330,BLANCHARD CODY SCOTT,660864722,ASCAP
2331,AUERBACH DANIEL QUINE,434791639,BMI
2332,SHAW SHANNON CHRISTINE,639088709,ASCAP
2333,SWIFT RICHARD  ,438859899,ASCAP
2334,HAMMILL GERALD B,243277669,BMI
2335,JANKOVICH RICHARD ,347100691,ASCAP
2336,KETCHEM CHARLES RAY,231110441,BMI
2337,MC ARDLE SHANNON MARY,295756510,BMI
2338,BUTTERS CHASE JEFFERY,729042938,ASCAP
2339,PENNENGA MARTIN SHANNON,733738624,ASCAP
2342,CESAR ANDRE HECTOR,536349537,ASCAP
2343,SHANNON DEITRICH ,768716198,ASCAP
2348,CLARK SHANNON ,459384806,ASCAP
2349,GIBSON KARETES R,507991722,ASCAP
2351,GREENE SHANNON ,126078974,ASCAP
2352,TAYLOR RUSSELL I,126111423,ASCAP
2353,BACHMANN SHANNON EILEEN,436913349,ASCAP
2355,SHANNON BENJAMIN D,513982740,ASCAP
2356,FOUT SHANNON C,793304038,ASCAP
2358,ROBERSON WILLIAM ,334820869,ASCAP
2360,MOORE SHANNON ELIZABETH,334595645,ASCAP
2361,RICHARDSON SHANNON MICHAEL,498996453,ASCAP
2363,SHANNON TARA ,274394736,SOCAN
2365,BROKAW PAUL H,581151856,ASCAP
2366,REFANO JOSEPH ,581316651,ASCAP
2370,MULREADY GRAHAM RICHARD,418771637,ASCAP
2371,ATLABACHEW MARTINE LISA,574494903,BMI
2372,GRANT LEONARD CARL,525970045,BMI
2373,ROSADO FRANCISCO  ,472684035,ASCAP
2374,SALAH DANA ,689673568,BMI
2375,STYLES DAVID ,340065797,ASCAP
2376,TUCKER STEPHEN HAROLD,453936728,BMI
2377,SHANNON TAMMIE LYNN,744918609,ASCAP
2380,MAHAN NATHANIEL WAYNE,798284082,ASCAP
2382,SPROTT WILLIAM FRANK TREVOR,506734361,ASCAP
2384,TUBBS SHANNON L,345172081,ASCAP
2385,GOFFIN GERALD ,12136831,BMI
2386,MASSER MICHAEL ,129738055,ASCAP
2388,BARBOSA CHRISTOPHER MAYNARD,125329786,ASCAP
2389,GODWIN ANNE E,127916659,ASCAP
2390,REDMON JOHN PAUL,336002997,ASCAP
2392,CRAWFORD SHANNON P,336732950,ASCAP
2395,CHISOLM EDWARD ,125203324,ASCAP
2398,PENNEL SHANNON L,348207561,NS
2399,YOUNG DAVID ALFRED,208708373,BMI
2402,WHITWORTH SHANNON O'RILEY,453658141,ASCAP
2409,CURTIS SHANNON KAROLINE,440836268,ASCAP
2415,GABBAY MICHAEL ,140229608,BMI
2416,HURLEY SHANNON LORA,349570435,ASCAP
2418,BURMAN DOROTHY S,125119405,ASCAP
2419,JURRENS SHANNON ,801314787,ASCAP
2422,SKINNER SHANNON ANTHONY,426216480,ASCAP
2427,MC NALLY SHANNON MAUREEN,342869929,ASCAP
2428,PORTER COLE ,24742104,ASCAP
2429,O'CONNOR SHANNON DAWN,436221974,ASCAP
2433,LAWSON ERIK SHANNON,343181190,ASCAP
2434,NICHOLS TIM J,140273802,BMI
2435,GAUL SHANNON LYN,341012523,ASCAP
2436,YOUNG STEVEN F,341029106,ASCAP
2437,BENSON EZEKIEL AYODELE,526378339,ASCAP
2438,BOATENG JUSTICE KWABENA,538901535,ASCAP
2439,HOWELL SHANNON TERRELL,437901353,BMI
2440,MORGAN MICHAEL PATRICK,652357345,ASCAP
2446,MCCARTHY SAM ,543007977,PRS
2449,LIVINGSTON NEVILLE O RILEY,75898219,PRS
2451,MCCARTY RYAN GENE,751664725,ASCAP
2452,MCCARTY SHANNON ASHLEY,751664823,ASCAP
2454,LEE SHANNON TERRELL,490160862,ASCAP
2456,HOPKINS SHANNON NICOLE,525761154,ASCAP
2460,MCEWAN STEVEN ,246493841,PRS
2463,ADAIR THOMAS MONTGOMERY,127912377,ASCAP
2464,DENNIS MATT ,7952971,ASCAP
2465,BUCKLE PHILLIP ANDREW,200938004,APRA
2504,PAYAMI ALI ,473985994,STIM
2505,POURKARIM LALEH ,427988503,STIM
2506,GARCIA MARIO LUIS,426195456,ASCAP
2507,BECKER HOLGER ,433708758,GEMA
2513,OCHOA ORTIZ MARIO ALBERTO,686664489,NS
2514,RUIZ MARIO ALBERTO,459384316,ASCAP
2515,OCHOA MARIO ALBERTO,728187320,SOCAN
2517,BECAUD GILBERT FRANCOIS LEOPOLD,2453138,SACEM
2518,KURTZ MANNY ,16889158,ASCAP
2519,LEROYER PIERRE CHARLES MARCEL NAPOLEON,17887648,SACEM
2520,ANDREWS J REGINALD,33790288,ASCAP
2521,CHANCLER LEON LEON NDUGU,49002898,BMI
2523,BARRETT MARIO ,513518084,BMI
2524,BETHEA JEREMIAH ,502976353,ASCAP
2525,DURAND SERGE JR,703199256,SESAC
2526,EARLE EDUARDO R JR,554843234,BMI
2527,THOMAS THEODORE ROOSEVELT JR,782947489,BMI
2528,HOUFF KAMERON ,341781956,ASCAP
2529,SMITH SHAFFER ,354130886,ASCAP
2530,STORCH SCOTT SPENCER,340654774,ASCAP
2531,MARKOS ELAN GALANG,343050207,ASCAP
2537,HUGGINS NIXON L,345121692,ASCAP
2539,STEPHENS ROBERT L,335863250,ASCAP
2542,BROENING MICHAEL JAMES,181981934,ASCAP
2543,PRITCHETT ERIC TYRONE,127424882,ASCAP
2544,CANNIZZARO DANIELE ,427543162,PRS
2545,KRALJEVIC MARIO ,696860484,SUISA
2547,ESGUERRA MARION VAL MANIPON,502358777,ASCAP
2548,PANSERI MARIO ,34962278,SIAE
2549,GANZER ARNO ,550732074,AKM
2550,MOLANDER HUBERT ,438355345,AKM
2551,FRITZ MANUEL ,284053371,GEMA
2552,HEINRICH-BARCEN KLAUS ,38367171,GEMA
2553,PURTSCHELLER CHRISTOPH ,226968631,AKM
2554,WOLF MARIO ,213890673,AKM
2557,MITCHELL MARIO L,539654319,ASCAP
2558,WHITE DAVID ALEXANDER,620199170,ASCAP
2559,BULL RICHARD EVAN,285413851,APRA
2560,MAUNICK EDOUARD JEAN-PAUL,121717503,PRS
2561,CULLMANN MARIO ,281442768,GEMA
2564,FJORDHEIM BOERGE ,262949534,TONO
2565,RAVN MARION ,345380269,ASCAP
2566,BANKS KENYA LATERIL,524538161,ASCAP
2567,SMITH MARION EDWARD,527473539,ASCAP
2568,WARING RYAN AMIN,524566841,ASCAP
2569,RUSCA MARIO ,27050809,SIAE
2570,BASORA RAMON ,337824349,ASCAP
2571,CELLI CAMUS ,239231968,BMI
2572,BARIAS IVAN ,339301085,ASCAP
2573,HAGGINS CARVIN ,339306560,ASCAP
2574,ROMANO FRANK ,342339084,ASCAP
2575,SMITH JAMES RAYSHAWN,345653453,ASCAP
2580,MASSI MARIO J,129420588,ASCAP
2581,POMPETTI MARIO ,595748389,SOCAN
2582,VENUTI MARIO ,123835193,SIAE
2583,LEWIS MARIO ISIAH,582036358,ASCAP
2585,SANDBERG MARTIN KARL,215866753,STIM
2586,SVENSSON PETER ANDERS,248835631,STIM
2587,YACOUB RAMI ,259437338,STIM
2588,RIISAGER KNUDAAGE ,26072409,KODA
2589,DE-BELLIS MARIO ,247997014,GEMA
2590,HERRERA IGLESIAS MARIO ISAAC,861636422,ASCAP
2591,BAUTISTA GIL MARIO ALBERTO,815234361,SACM
2592,FIGUEROA BORQUEZ JOEL ISAAC,690276231,SACM
2594,PASCUAL GUILLERMO ,425790937,ASCAP
2595,PUGLIANI GERARDO RUBEN,425791052,ASCAP
2598,DIAZ HURTADO MARIO ,432347575,SGAE
2599,TAITE MARION ,432414983,ASCAP
2600,ALFIERI EDUARDO ,525347,SIAE
2601,PISANO EGIDIO ,24458296,SIAE
2603,BRADLEY MARIO NICHOLAS PATRICK,603374767,PRS
2604,RAPOSO MARIO JORGE VASCONCELOS,406458168,SPA
2605,BEARDEN MICHAEL DUANE,126653771,ASCAP
2608,NOVELLI DARIO ,22600829,NS
2609,PIOVANO MARIO ,24434215,SIAE
2610,PERDUE MARIO D,444151678,ASCAP
2611,LOVING MARIO LIONEL,571372254,ASCAP
2612,MAYERS RAKIM ,679426201,BMI
2613,WESONGA NESBITT MAYABI,571351657,ASCAP
2614,GOMEZ MADOERY MARIO FEDERICO,250111332,SADAIC
2617,LOPEZ HERNANDEZ MARIO ,156448651,SACM
2619,CATALAN SHARON ,811288255,ASCAP
2620,DELGADO MADRID MARIO OSWALDO,616941635,BMI
2622,FLORES PERIN VAZQUEZ,51344605,ASCAP
2624,ROJAS MARIO FRANCISCO,732749427,ASCAP
2626,BAUZA MARIO ,129036096,ASCAP
2627,PONCET ROMAIN JEAN-FRANCOIS ALAIN,687663486,SACEM
2629,CAMPER DARHYL ,518805444,ASCAP
2630,BERTORELLI ANDREA ,427059361,SIAE
2631,RANNO MARIO ,198638703,SIAE
2632,HICKSON KENNETH L,348944911,ASCAP
2634,HOOD MARION STANLEY,125344695,ASCAP
2635,CLARK MARIO MARTELLI,460565456,ASCAP
2636,CREW MARIO ,719790112,ASCAP
2637,SMITH JONATHAN L,784913697,ASCAP
2640,JOOSTE MARIO ,438900840,ASCAP
2641,MONRAD MICHAEL A,438901053,ASCAP
2642,PAICH DAVID F,68644152,NS
2643,SCAGGS WILLIAM R,41526114,NS
2644,BENDER MARIO ,507803659,GEMA
2645,HAAS MARCO  ,430817966,GEMA
2646,MOHR KAI ,509893611,GEMA
2647,SCHAUER PATRICK ,513172588,GEMA
2652,GARCIA MARIO RENE,342751374,ASCAP
2653,CAPUANO GIOSY ,28406298,SIAE
2654,MARTELLI LUIGI ,19761667,SIAE
2655,TADDIA PAOLO ,30101268,NS
2658,MAROLT MARIO ,254011411,ASCAP
2659,MIHELICH PETER ,471341473,ASCAP
